#Table1
GalaxyID,Redshift
1237645943973675103,0.0001455912
1237645943973675114,0.0001068582
1237645943973675184,0.4100541
1237645943973675206,0.2978915
1237645943973675213,0.0001905988
1237645943973675227,0.0002511565
1237645943973675244,0.1985384
1237645943973675266,0.5972331
1237645943973675270,2.116208
1237645943973675284,1.626991
1237645943973675384,0.3234076
1237645943973675455,1.087738
1237645943973675486,0.5308802
1237645943973675526,0.2220076
1237645943973675542,1.727565
1237645943973675674,0.7320235
1237645943973740743,1.613438
1237645943973740744,1.792817
1237645943974396133,0.156453
1237645943974396134,0.1531706
1237645943975182466,6.093838E-05
1237645943975575661,0.2135938
1237645943975837722,0.06675781
1237645943975837853,0.06669576
1237645943976034423,0.02389494
1237645943976493117,0.0002400847
1237645943976493143,0.0003166502
1237645943976493208,0.03646222
1237645943976493216,0.1031313
1237645943976493233,0.0001145605
1237645943976493249,0.0001654938
1237645943976493254,0.0002237857
1237645943976493256,0.0222007
1237645943976493259,0.0001671365
1237645943976493287,0.2267069
1237645943976493290,0.1380212
1237645943976493292,0.3090246
1237645943976493294,0.1487097
1237645943976493295,1.055772
1237645943976493300,0.2495529
1237645943976493301,0.1628011
1237645943976493306,0.1952272
1237645943976493319,0.3182826
1237645943976493329,1.395532E-05
1237645943976493332,0.0002358177
1237645943976493336,0.3104864
1237645943976493341,0.5887405
1237645943976493342,3.784543
1237645943976493356,1.715087
1237645943976493368,0.3177549
1237645943976493471,0.1950213
1237645943976624393,0.0001518687
1237645943976820842,1.129553
1237645943977410753,0.03101574
1237645943977410815,0.4230697
1237645943977541802,0.08767021
1237645943977607393,2.616994
1237645943977607769,0.4005225
1237645943978197335,0.2643013
1237645943978262549,0.0003927546
1237645943978328086,0.000242097
1237645943978328096,0.4045933
1237645943978328116,0.09765125
1237645943978328117,0.09756941
1237645943978328190,0.0006921116
1237645943978328209,1.242289
1237645943978328218,0.0002320375
1237645943978328242,0.2711187
1237645943978328248,0.0002970013
1237645943978328289,0.03877712
1237645943978328300,0.2532044
1237645943978328334,0.4934316
1237645943978328345,0.2672658
1237645943978328347,0.3216834
1237645943978328358,1.170371
1237645943978328364,0.2508917
1237645943978328381,0.4064997
1237645943978328408,0.3601471
1237645943978328529,3.490268E-05
1237645943978328568,0.5350522
1237645943978328664,0.4075169
1237645943978328742,0.6133803
1237645943978393658,0.0001066802
1237645943978393677,8.803884E-05
1237645943978393681,5.343613E-05
1237645943978393683,0.04054674
1237645943978393685,9.345642E-05
1237645943978393694,0.0406868
1237645943978393716,1.800895E-05
1237645943978393752,9.677671E-05
1237645943978393777,0.000280062
1237645943978393792,0.2680311
1237645943978393802,0.2683336
1237645943978393865,0.5733841
1237645943978393919,0.1386051
1237645943978393968,0.2671446
1237645943978393995,0.5010045
1237645943978394040,0.003118644
1237645943978394050,0.4168315
1237645943978394060,0.8280878
1237645943978394068,0.4187244
1237645943978394262,0.1388552
1237645943978459165,5.192878E-05
1237645943978459169,0.4165141
1237645943978459202,7.43573E-05
1237645943978459316,0.0001634895
1237645943978459322,6.372166E-05
1237645943978459369,0.0002725764
1237645943978459375,0.362537
1237645943978459377,0.1929544
1237645943978459393,0.000236313
1237645943978459408,0.386914
1237645943978459422,0.0003300613
1237645943978459453,2.075482
1237645943978459496,0.3628692
1237645943978459523,0.2049673
1237645943978459531,0.002422663
1237645943978459559,0.4823599
1237645943978459635,0.1679326
1237645943978459653,0.5567059
1237645943978459735,0.4849513
1237645943978459784,0.001502472
1237645943978459825,0.5709642
1237645943978459932,0.5591791
1237645943978524678,0.09752747
1237645943978524695,0.0001737033
1237645943978524737,0.1937556
1237645943978524759,0.0002093332
1237645943978524792,0.0001386673
1237645943978524819,0.1924854
1237645943978524889,0.3199043
1237645943978524890,0.4894813
1237645943978524918,0.0001107285
1237645943978525040,0.1918235
1237645943978525118,0.4874431
1237645943978525143,0.8851474
1237645943978525231,0.5204872
1237645943978525302,0.194757
1237645943978525338,0.4889229
1237645943978525381,0.7008268
1237645943978525443,0.6529384
1237645943978525509,0.4953057
1237645943978590227,1.46279
1237645943978590229,4.768638E-05
1237645943978590279,2.362465E-05
1237645943978590300,0.001689656
1237645943978590317,1.45852E-05
1237645943978590383,1.052324E-05
1237645943978590386,0.03758542
1237645943978590400,0.07229859
1237645943978590403,0.0001125917
1237645943978590416,0.0001494824
1237645943978590427,0.56362
1237645943978590429,0.557198
1237645943978590447,0.04028767
1237645943978590448,0.2354207
1237645943978590452,0.06966651
1237645943978590498,0.31939
1237645943978590518,0.2340064
1237645943978590549,0.1565527
1237645943978590565,0.2467968
1237645943978590596,0.2062213
1237645943978590599,0.2571105
1237645943978590603,0.3184125
1237645943978590632,0.5197084
1237645943978590633,0.632341
1237645943978590674,0.1247911
1237645943978590682,0.2346988
1237645943978590732,4.517605
1237645943978590761,0.5172601
1237645943978590772,0.5529073
1237645943978590780,0.5151852
1237645943978590809,0.1769511
1237645943978590886,0.07245063
1237645943978590924,0.6837234
1237645943978590998,0.5342913
1237645943978591175,0.0002616285
1237645943978655754,6.843303E-05
1237645943978655770,0.5104712
1237645943978655771,0.5120919
1237645943978655781,3.940467E-05
1237645943978655832,5.993259E-07
1237645943978655930,1.965866
1237645943978655958,2.039649E-05
1237645943978655966,0.1000678
1237645943978655982,0.1001597
1237645943978655990,1.260721
1237645943978655993,0.1004212
1237645943978655997,0.0001391048
1237645943978656038,0.2212657
1237645943978656041,4.943197E-05
1237645943978656046,0.2322204
1237645943978656050,0.2960689
1237645943978656051,0.4989644
1237645943978656061,2.997004E-05
1237645943978656072,0.2365655
1237645943978656080,0.5648084
1237645943978656141,0.5649027
1237645943978656211,0.6499321
1237645943978656287,0.220584
1237645943978656296,0.2344383
1237645943978656371,0.3496149
1237645943978656402,0.4977724
1237645943978656537,3.780458
1237645943978721398,3.121988E-05
1237645943978721411,1.556646
1237645943978721417,0.1799769
1237645943978721428,0.1808734
1237645943978721466,2.083947E-05
1237645943978721492,0.2340349
1237645943978721493,0.1430185
1237645943978721502,0.2367941
1237645943978721505,6.232964E-05
1237645943978721520,0.5929832
1237645943978721546,0.232616
1237645943978721556,0.0001535528
1237645943978721570,1.572451
1237645943978721573,0.2757035
1237645943978721574,0.1432213
1237645943978721577,0.4671482
1237645943978721589,0.1671343
1237645943978721630,0.4030039
1237645943978721683,5.867881
1237645943978721730,0.2103093
1237645943978721769,0.003333385
1237645943978721807,0.1391798
1237645943978787182,0.1044729
1237645943978787188,0.3090486
1237645943978787189,0.4529457
1237645943978787195,0.4511386
1237645943978787200,2.910573E-05
1237645943978852692,0.215757
1237645943978852860,0.0002081298
1237645943978852865,0.3977423
1237645943978852870,0.5671579
1237645943978918058,0.0001324918
1237645943978918059,0.1844593
1237645943978918072,0.0001410704
1237645943978918078,0.1844395
1237645943978918180,9.772635E-05
1237645943978918193,0.1853241
1237645943978983547,0.1812266
1237645943978983553,0.1621967
1237645943978983766,0.0002649389
1237645943978983786,0.6737723
1237645943978984013,2.347687
1237645943978984028,0.0002843861
1237645943978984136,0.06694666
1237645943978984149,0.491854
1237645943978984156,0.2929294
1237645943979049162,0.1151391
1237645943979049173,0.0002230275
1237645943979049179,0.1868404
1237645943979049247,0.2168064
1237645943979049249,0.2307165
1237645943979049256,0.1765389
1237645943979180298,0.1835186
1237645943979180306,0.1788761
1237645943979180612,0.01949213
1237645943979311429,0.1147309
1237645943979376821,0.0001055789
1237645943979442414,0.0001039637
1237645943979442416,0.2449224
1237645943979442425,0.1863578
1237645943979442462,0.0001546921
1237645943979442466,0.2002716
1237645943979573467,0.6267934
1237645943979573472,0.0002968016
1237645943979573484,0.1657947
1237645943979638954,0.2197655
1237645943979638966,0.2236427
1237645943979704603,4.974028E-06
1237645943979704612,0.1239006
1237645943979704615,0.11983
1237645943979835710,0.2191734
1237646379930419314,0.0002295336
